,price,ranks,title,no_of_reviews,ratings,author,cover_type,year
252,12.41,60,The Help,"18,080",4.8,Kathryn Stockett,Hardcover,2011
253,21.99,61,1Q84: A novel,"4,653",4.4,Haruki Murakami,Hardcover,2011
254,13.68,62,Boomerang: Travels in the New Third World,"1,776",4.5,Michael Lewis,Hardcover,2011
255,16.94,63,Who Moved My Cheese,"16,770",4.6,Spencer Johnson,Hardcover,2011
256,15.64,64,"Strengths Based Leadership: Great Leaders, Teams, and Why People Follow","2,350",4.5,Tom Rath,Hardcover,2011
257,,65,Elder Scrolls V: Skyrim: Prima Official Game Guide,David Hodgson,4.6,,Paperback,2011
258,12.06,66,The Glass Castle: A Memoir (book),"19,014",4.6,Jeannette Walls,Paperback,2011
259,6.99,67,The Book Thief,"34,553",4.7,Markus Zusak,Paperback,2011
260,13.39,68,"The 4-Hour Workweek: Escape 9-5, Live Anywhere, and Join the New Rich","18,939",4.5,Timothy Ferriss,Hardcover,2011
261,8.48,69,"Oh, the Places You'll Go!  ","42,891",4.9,Dr. Seuss,Hardcover,2011
262,15.11,70,Through My Eyes,"1,003",4.7,Tim Tebow,Hardcover,2011
263,22.79,71,The Land of Painted Caves: A Novel (Earth's Children),"6,297",4.2,Jean M. Auel,Hardcover,2011
264,19.10,72,"The Social Animal: The Hidden Sources of Love, Character, and Achievement",867,4.5,David Brooks,Hardcover,2011
265,24.33,73,A Guide to the Project Management Body of Knowledge,726,4.4,Project Management Institute,Paperback,2011
266,12.86,74,Guinness World Records 2012,489,4.6,Guinness World Records,Hardcover,2011
267,19.10,75,State of Wonder,"3,972",4.2,Ann Patchett,Hardcover,2011
268,11.59,76,A Visit from the Goon Squad,"4,381",4.0,Jennifer Egan,Paperback,2011
269,16.20,77,"Prevent And Reverse Heart Disease: The Revolutionary, Scientifically Proven, Nutrition-Based Cure",Caldwell B. Esselstyn Jr.,4.6,,Paperback,2011
270,38.86,78,Harry Potter Paperback Box Set (Books 1-7),"91,706",4.9,J. K. Rowling,Paperback,2011
271,14.99,79,Explosive Eighteen: A Stephanie Plum Novel (Stephanie Plum Novels),"4,632",4.6,Janet Evanovich,Hardcover,2011
272,15.98,80,The 7 Habits of Highly Effective Teens: The Ultimate Teenage Success Guide,"11,743",4.6,Sean Covey,Paperback,2011
273,11.97,81,"Delivering Happiness: A Path to Profits, Passion, and Purpose","3,243",4.6,Tony Hsieh,Hardcover,2011
274,14.53,82,"The Lost Hero (Heroes of Olympus, Book 1)","11,562",4.8,Rick Riordan,Hardcover,2011
275,10.43,83,Room,"9,755",4.5,Emma Donoghue,Paperback,2011
276,13.49,84,Hotel on the Corner of Bitter and Sweet,"6,242",4.6,Jamie Ford,Paperback,2011
277,15.82,85,The Tipping Point: How Little Things Can Make a Big Difference,"5,738",4.4,Malcolm Gladwell,Paperback,2011
278,14.98,86,Emotional Intelligence 2.0,"10,442",4.5,Travis Bradberry,Hardcover,2011
279,15.71,87,Outliers: The Story of Success,"22,224",4.7,Malcolm Gladwell,Paperback,2011
280,8.69,88,Forks Over Knives: The Plant-Based Way to Health. The #1 New York Times Bestseller,"2,803",4.5,Gene Stone,Paperback,2011
281,9.99,89,The Girl Who Played with Fire (Millennium Series),"21,755",4.7,Stieg Larsson,Paperback,2011
282,20.50,90,"Hungry Girl 300 Under 300: 300 Breakfast, Lunch & Dinner Dishes Under 300 Calories","1,156",4.4,Lisa Lillien,Paperback,2011
283,33.93,91,The Alchemist,Paulo Coelho,4.7,,Paperback,2011
284,20.37,92,Getting Things Done: The Art of Stress-Free Productivity,"4,737",4.6,David Allen,Paperback,2011
285,13.03,93,The Invention of Hugo Cabret,"2,656",4.8,Brian Selznick,Hardcover,2011
286,16.98,94,"Now, Discover Your Strengths: The revolutionary Gallup program that shows you how to develop your unique talents and strengths",Gallup,3.5,,Hardcover,2011
287,10.79,95,Drive: The Surprising Truth About What Motivates Us,"5,495",4.5,Daniel H. Pink,Paperback,2011
288,14.39,96,Smokin' Seventeen (Stephanie Plum),"3,770",4.6,Janet Evanovich,Hardcover,2011
289,19.80,97,,"22,280",4.8,,,2011
290,8.79,98,The Big Short: Inside the Doomsday Machine,"5,898",4.7,Michael Lewis,Paperback,2011
291,9.99,99,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen","11,838",4.7,Christopher McDougall,Paperback,2011
292,39.99,100,The Official Guide for GMAT Review,GMAC (Graduate Management Admission Council),4.4,,Paperback,2011
293,13.99,1,"Fifty Shades Of Grey: Book One of the Fifty Shades Trilogy (Fifty Shades Of Grey Series, 1)","60,245",4.0,E L James,Paperback,2012
294,13.99,2,Fifty Shades Darker,"32,895",4.5,E L James,Paperback,2012
295,13.88,3,"Fifty Shades Freed: Book Three of the Fifty Shades Trilogy (Fifty Shades of Grey Series) (English Edition) (Fifty Shades Of Grey Series, 3)","32,384",4.5,E L James,Paperback,2012
296,11.69,4,The Hunger Games (Book 1),"42,787",4.7,Suzanne Collins,Paperback,2012
297,18.29,5,StrengthsFinder 2.0,Gallup,4.1,,Hardcover,2012
298,19.49,6,Fifty Shades Trilogy (Fifty Shades of Grey / Fifty Shades Darker / Fifty Shades Freed),"38,238",4.6,E L James,Paperback,2012
299,9.49,7,Catching Fire (The Hunger Games),"32,476",4.7,Suzanne Collins,Hardcover,2012
300,9.08,8,Mockingjay (The Hunger Games),"37,054",4.6,Suzanne Collins,Hardcover,2012
301,13.75,9,"The Third Wheel (Diary of a Wimpy Kid, Book 7)","12,525",4.7,Jeff Kinney,Hardcover,2012
302,17.35,10,No Easy Day: The Autobiography of a Navy Seal: The Firsthand Account of the Mission That Killed Osama Bin Laden,"9,681",4.6,Mark Owen,Hardcover,2012
303,40.59,11,The Hunger Games Trilogy Boxed Set,"27,195",4.8,Suzanne Collins,Hardcover,2012
304,15.21,12,Gone Girl,"67,003",4.1,Gillian Flynn,Hardcover,2012
305,11.46,13,"The Mark of Athena (Heroes of Olympus, Book 3)","13,967",4.8,Rick Riordan,Hardcover,2012
306,41.47,14,The Official SAT Study Guide,The College Board,4.4,,Paperback,2012
307,48.98,15,Game of Thrones Boxed Set: A Game of Thrones/A Clash of Kings/A Storm of Swords/A Feast for Crows,"6,356",4.6,George R.R. Martin,Mass Market Paperback,2012
308,17.68,16,Killing Kennedy: The End of Camelot,"10,417",4.6,Bill O'Reilly,Hardcover,2012
309,23.49,17,"Publication Manual of the American Psychological Association, 6th Edition","12,677",4.5,American Psychological Association,Paperback,2012
310,9.85,18,Killing Lincoln: The Shocking Assassination that Changed America Forever (Bill O'Reilly's Killing Series),"10,848",4.7,Bill O'Reilly,Hardcover,2012
311,14.72,19,"Unbroken: A World War II Story of Survival, Resilience, and Redemption","33,635",4.8,Laura Hillenbrand,Hardcover,2012
312,12.69,20,Proof of Heaven: A Neurosurgeon's Journey into the Afterlife,Eben Alexander,4.4,,Paperback,2012
313,23.99,21,The 5 Love Languages: The Secret to Love That Lasts,"7,015",4.7,Gary Chapman,Paperback,2012
314,17.99,22,Barefoot Contessa Foolproof: Recipes You Can Trust: A Cookbook,"2,349",4.8,Ina Garten,Hardcover,2012
315,24.49,23,"Thinking, Fast and Slow","29,758",4.6,Daniel Kahneman,Hardcover,2012
316,14.49,24,The Casual Vacancy,"10,957",3.4,J.K. Rowling,Hardcover,2012
317,9.49,25,The Harbinger: The Ancient Mystery that Holds the Secret of America's Future,"19,015",4.7,Jonathan Cahn,Paperback,2012
318,19.12,26,The Power of Habit: Why We Do What We Do in Life and Business,"22,738",4.7,Charles Duhigg,Hardcover,2012
319,14.82,27,Steve Jobs,"12,787",4.7,Walter Isaacson,Hardcover,2012
320,14.40,28,"Wheat Belly: Lose the Wheat, Lose the Weight, and Find Your Path Back to Health","8,640",4.4,William Davis,Hardcover,2012
321,8.48,29,"Oh, the Places You'll Go!  ","42,891",4.9,Dr. Seuss,Hardcover,2012
322,19.99,30,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.6,,Paperback,2012
323,20.70,31,"The Five Dysfunctions of a Team: A Leadership Fable, 20th Anniversary Edition",Patrick Lencioni,4.6,,Hardcover,2012
324,22.98,32,Quiet: The Power of Introverts in a World That Can't Stop Talking,"20,035",4.6,Susan Cain,Hardcover,2012
325,6.79,33,The Great Gatsby: The Only Authorized Edition,"18,675",4.5,F. Scott Fitzgerald,Paperback,2012
326,15.00,34,The Racketeer,"24,643",4.4,John Grisham,Hardcover,2012
327,13.95,35,"The Blood Sugar Solution: The UltraHealthy Program for Losing Weight, Preventing Disease, and Feeling Great Now!","2,489",4.3,Mark Hyman M.D.,Hardcover,2012
328,14.48,36,"Goodnight, Goodnight Construction Site (Hardcover Books for Toddlers, Preschool Books for Kids)","20,113",4.9,Sherri Duskey Rinker,Hardcover,2012
329,12.10,37,The Immortal Life of Henrietta Lacks,"16,946",4.7,Rebecca Skloot,Paperback,2012
330,11.06,38,The Fault in Our Stars,John Green,4.7,,Hardcover,2012
331,12.58,39,"The Serpent's Shadow (The Kane Chronicles, Book 3)","4,889",4.8,Rick Riordan,Hardcover,2012
332,17.12,40,One Thousand Gifts: A Dare to Live Fully Right Where You Are,"4,515",4.6,Ann Voskamp,Hardcover,2012
333,18.24,41,Wild: From Lost to Found on the Pacific Crest Trail,"23,559",4.5,Cheryl Strayed,Hardcover,2012
334,19.60,42,Winter of the World: Book Two of the Century Trilogy,"18,202",4.6,Ken Follett,Hardcover,2012
335,,43,The Pioneer Woman Cooks―Food from My Frontier,"4,667",4.8,Ree Drummond,Hardcover,2012
336,12.80,44,The Lego Ideas Book: Unlock Your Imagination,"9,889",4.5,Daniel Lipkowitz,Hardcover,2012
337,8.99,45,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,"17,370",4.7,Todd Burpo,Paperback,2012
338,7.53,46,"Jesus Calling, Padded Hardcover, with Scripture references","31,205",4.9,Sarah Young,Hardcover,2012
339,12.99,47,"Eat to Live: The Amazing Nutrient-Rich Program for Fast and Sustained Weight Loss, Revised Edition",Joel Fuhrman MD,4.5,,Paperback,2012
340,17.65,48,Thomas Jefferson: The Art of Power,"2,927",4.6,Jon Meacham,Hardcover,2012
341,16.50,49,Good to Great: Why Some Companies Make the Leap and Others Don't,"5,807",4.5,Jim Collins,Hardcover,2012
342,9.60,50,The Amateur,"2,708",4.5,Edward Klein,Hardcover,2012
343,17.14,51,The Smitten Kitchen Cookbook: Recipes and Wisdom from an Obsessive Home Cook,"1,835",4.7,Deb Perelman,Hardcover,2012
344,18.45,52,What to Expect When You're Expecting,"29,403",4.8,Heidi Murkoff,Paperback,2012
345,27.49,53,The Walking Dead: Compendium One,"7,567",4.8,Robert Kirkman,Paperback,2012
346,18.65,54,The Signal and the Noise: Why So Many Predictions Fail-But Some Don't,"1,941",4.5,Nate Silver,Hardcover,2012
347,7.07,55,How to Tell If Your Cat Is Plotting to Kill You (The Oatmeal) (Volume 2),"10,692",4.5,The Oatmeal,Paperback,2012
348,24.31,56,A Dance with Dragons (A Song of Ice and Fire),"17,266",4.5,George R. R. Martin,Hardcover,2012
349,15.74,57,America Again: Re-becoming the Greatness We Never Weren't,604,4.3,Stephen Colbert,Hardcover,2012
350,,58,LEGO NINJAGO: Character Encyclopedia,DK Publishing,4.5,,Hardcover,2012
351,19.08,59,American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History,"19,372",4.6,Chris Kyle,Hardcover,2012
352,15.71,60,Outliers: The Story of Success,"22,224",4.7,Malcolm Gladwell,Paperback,2012
353,15.39,61,Teach Like a Champion: 49 Techniques that Put Students on the Path to College,860,4.5,Doug Lemov,Paperback,2012
354,,62,Bared to You,"14,731",4.4,Sylvia Day,Paperback,2012
355,7.74,63,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),"86,766",4.7,Don Miguel Ruiz,Paperback,2012
356,15.64,64,"Strengths Based Leadership: Great Leaders, Teams, and Why People Follow","2,350",4.5,Tom Rath,Hardcover,2012
357,21.99,65,The 17 Day Diet: A Doctor's Plan Designed for Rapid Results,Mike Moreno,4.3,,Hardcover,2012
358,16.48,66,Crazy Love: Overwhelmed by a Relentless God,"1,920",4.7,Francis Chan,Paperback,2012
359,14.35,67,Go the F**k to Sleep,"20,256",4.8,Adam Mansbach,Hardcover,2012
360,27.99,68,Bring Up the Bodies,"8,627",4.5,Hilary Mantel,Hardcover,2012
361,,69,"Great by Choice: Uncertainty, Chaos, and Luck--Why Some Thrive Despite Them All (Good to Great, 5)","1,281",4.6,Jim Collins,Hardcover,2012
362,21.90,70,Eat to Live: The Amazing Nutrient-Rich Program for Fast and Sustained Weight Loss,Joel Fuhrman MD,4.5,,Mass Market Paperback,2012
363,17.00,71,"Reflected in You (Crossfire, Book 2)","12,630",4.6,Sylvia Day,Paperback,2012
364,16.94,72,Who Moved My Cheese,"16,770",4.6,Spencer Johnson,Hardcover,2012
365,6.99,73,The Book Thief,"34,553",4.7,Markus Zusak,Paperback,2012
366,24.33,74,A Guide to the Project Management Body of Knowledge,726,4.4,Project Management Institute,Paperback,2012
367,15.50,75,"Behind the Beautiful Forevers: Life, Death, and Hope in a Mumbai Undercity","3,847",4.3,Katherine Boo,Hardcover,2012
368,14.85,76,"Deadlocked (Sookie Stackhouse/True Blood, Book 12)","4,378",4.5,Charlaine Harris,Hardcover,2012
369,27.87,77,"Crucial Conversations Tools for Talking When Stakes Are High, Second Edition","9,898",4.7,Kerry Patterson,Paperback,2012
370,8.69,78,Forks Over Knives: The Plant-Based Way to Health. The #1 New York Times Bestseller,"2,803",4.5,Gene Stone,Paperback,2012
371,15.79,79,The Jesus Storybook Bible: Every Story Whispers His Name,"11,872",4.9,Sally Lloyd-Jones,Hardcover,2012
372,14.00,80,Notorious Nineteen: A Stephanie Plum Novel,"8,080",4.6,Janet Evanovich,Hardcover,2012
373,20.76,81,"The 4-Hour Chef: The Simple Path to Cooking Like a Pro, Learning Anything, and Living the Good Life","2,829",4.5,Timothy Ferriss,Hardcover,2012
374,11.99,82,Cloud Atlas,"5,829",4.3,David Mitchell,Paperback,2012
375,33.93,83,The Alchemist,Paulo Coelho,4.7,,Paperback,2012
376,,84,The Hunger Games,"42,787",4.7,Suzanne Collins,Hardcover,2012
377,13.00,85,"Help, Thanks, Wow: The Three Essential Prayers","2,023",4.6,Anne Lamott,Hardcover,2012
378,9.67,86,Wonder,"35,722",4.8,R. J. Palacio,Hardcover,2012
379,22.97,87,"Stop Living In This Land, Go To The Everlasting World Of Happiness, Live There Forever",50,3.8,Woo Myung,Hardcover,2012
380,9.29,88,"To Heaven and Back: A Doctor's Extraordinary Account of Her Death, Heaven, Angels, and Life Again: A True Story","4,830",4.5,Mary C. Neal,Paperback,2012
381,9.79,89,"Forks Over Knives―The Cookbook. A New York Times Bestseller: Over 300 Simple and Delicious Plant-Based Recipes to Help You Lose Weight, Be Healthier, and Feel Better Every Day","13,083",4.5,Del Sroufe,Paperback,2012
382,12.55,90,Catching Fire (Hunger Games),"32,476",4.7,Suzanne Collins,Paperback,2012
383,19.81,91,"A Memory of Light (Wheel of Time, Book 14) (Wheel of Time, 14)","13,085",4.8,Robert Jordan,Hardcover,2012
384,,92,"Cabin Fever (Diary of a Wimpy Kid, Book 6)","11,130",4.8,Jeff Kinney,Hardcover,2012
385,15.98,93,The 7 Habits of Highly Effective Teens: The Ultimate Teenage Success Guide,"11,743",4.6,Sean Covey,Paperback,2012
386,26.62,94,The Passage of Power: The Years of Lyndon Johnson,"1,511",4.8,Robert A. Caro,Hardcover,2012
387,14.20,95,The Pioneer Woman Cooks: Recipes from an Accidental Country Girl,"5,478",4.8,Ree Drummond,Hardcover,2012
388,23.94,96,"Divine Healing Hands: Experience Divine Power to Heal You, Animals, and Nature, and to Transform All Life (Soul Power)",Zhi Gang Sha Dr.,4.6,,Hardcover,2012
389,24.99,97,"The China Study: The Most Comprehensive Study of Nutrition Ever Conducted And the Startling Implications for Diet, Weight Loss, And Long-term Health",Thomas Campbell,4.7,,Paperback,2012
390,,,,,,,,2012
391,22.47,99,The Meaning of Marriage: Facing the Complexities of Commitment with the Wisdom of God,"6,218",4.8,Timothy Keller,Hardcover,2012
392,5.49,100,Night (Night),"8,578",4.7,Elie Wiesel,Paperback,2012
393,18.29,1,StrengthsFinder 2.0,Gallup,4.1,,Hardcover,2013
394,16.21,2,"Lean In: Women, Work, and the Will to Lead","8,184",4.5,Sheryl Sandberg,Hardcover,2013
395,13.85,3,"Diary of a Wimpy Kid: Hard Luck, Book 8","12,478",4.8,Jeff Kinney,Hardcover,2013
396,10.25,4,Rush Revere and the Brave Pilgrims: Time-Travel Adventures with Exceptional Americans (1),"9,350",4.9,Rush Limbaugh,Hardcover,2013
397,7.53,5,"Jesus Calling, Padded Hardcover, with Scripture references","31,205",4.9,Sarah Young,Hardcover,2013
398,13.59,6,Inferno,"35,561",4.2,Dan Brown,Hardcover,2013
399,12.20,7,"The House of Hades (Heroes of Olympus, Book 4)","15,253",4.8,Rick Riordan,Hardcover,2013
400,11.87,8,"Things That Matter: Three Decades of Passions, Pastimes and Politics [Deckled Edge]","7,789",4.7,Charles Krauthammer,Hardcover,2013
401,6.79,9,The Great Gatsby: The Only Authorized Edition,"18,675",4.5,F. Scott Fitzgerald,Paperback,2013
402,17.65,10,Killing Jesus (Bill O'Reilly's Killing Series),"13,009",4.5,Bill O'Reilly,Hardcover,2013
403,12.69,11,Proof of Heaven: A Neurosurgeon's Journey into the Afterlife,Eben Alexander,4.4,,Paperback,2013
404,144.00,12,"Diagnostic and Statistical Manual of Mental Disorders, 5th Edition: DSM-5","12,119",4.7,American Psychiatric Association,Paperback,2013
405,41.47,13,The Official SAT Study Guide,The College Board,4.4,,Paperback,2013
406,11.06,14,The Fault in Our Stars,John Green,4.7,,Hardcover,2013
407,6.99,15,The Book Thief,"34,553",4.7,Markus Zusak,Paperback,2013
408,9.67,16,Wonder,"35,722",4.8,R. J. Palacio,Hardcover,2013
409,23.99,17,The 5 Love Languages: The Secret to Love That Lasts,"7,015",4.7,Gary Chapman,Paperback,2013
410,23.49,18,"Publication Manual of the American Psychological Association, 6th Edition","12,677",4.5,American Psychological Association,Paperback,2013
411,13.84,19,Divergent,"9,703",4.7,Veronica Roth,Paperback,2013
412,4.99,20,Laugh-Out-Loud Jokes for Kids,"10,753",4.6,Rob Elliott,Paperback,2013
413,8.48,21,"Oh, the Places You'll Go!  ","42,891",4.9,Dr. Seuss,Hardcover,2013
414,17.89,22,"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants","7,258",4.5,Malcolm Gladwell,Hardcover,2013
415,48.98,23,Game of Thrones Boxed Set: A Game of Thrones/A Clash of Kings/A Storm of Swords/A Feast for Crows,"6,356",4.6,George R.R. Martin,Mass Market Paperback,2013
416,12.04,24,Allegiant,"24,597",3.9,Veronica Roth,Hardcover,2013
417,12.33,25,And the Mountains Echoed,"17,315",4.4,Khaled Hosseini,Hardcover,2013
418,15.38,26,Humans of New York,"5,378",4.8,Brandon Stanton,Hardcover,2013
419,32.00,27,The Legend of Zelda: Hyrule Historia,Patrick Thorpe,4.9,,Hardcover,2013
420,16.00,28,Doctor Sleep: A Novel,"23,814",4.7,Stephen King,Hardcover,2013
421,4.44,29,Knock-Knock Jokes for Kids (Laugh-Out-Loud Jokes for Kids),"5,690",4.5,Rob Elliott,Paperback,2013
422,22.33,30,The Goldfinch: A Novel (Pulitzer Prize for Fiction),"42,862",4.0,Donna Tartt,Hardcover,2013
423,7.74,31,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),"86,766",4.7,Don Miguel Ruiz,Paperback,2013
424,15.21,32,Gone Girl,"67,003",4.1,Gillian Flynn,Hardcover,2013
425,16.96,33,George Washington's Secret Six: The Spy Ring That Saved the American Revolution,"6,507",4.7,Brian Kilmeade,Hardcover,2013
426,13.47,34,Quiet: The Power of Introverts in a World That Can't Stop Talking,"20,035",4.6,Susan Cain,Paperback,2013
427,14.48,35,"Goodnight, Goodnight Construction Site (Hardcover Books for Toddlers, Preschool Books for Kids)","20,113",4.9,Sherri Duskey Rinker,Hardcover,2013
428,14.61,36,Sycamore Row (Jake Brigance),"36,477",4.6,John Grisham,Hardcover,2013
429,14.40,37,"Wheat Belly: Lose the Wheat, Lose the Weight, and Find Your Path Back to Health","8,640",4.4,William Davis,Hardcover,2013
430,14.39,38,"The Pioneer Woman Cooks―A Year of Holidays: 140 Step-by-Step Recipes for Simple, Scrumptious Celebrations","4,886",4.8,Ree Drummond,Hardcover,2013
431,9.19,39,The Day the Crayons Quit,"19,910",4.8,Drew Daywalt,Hardcover,2013
432,13.14,40,"Happy, Happy, Happy: My Life and Legacy as the Duck Commander","4,800",4.8,Phil Robertson,Hardcover,2013
433,4.93,41,The Very Hungry Caterpillar,"54,087",4.9,Eric Carle,Board book,2013
434,12.90,42,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",Brené Brown,4.8,,Hardcover,2013
435,19.99,43,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.6,,Paperback,2013
436,9.66,44,Joyland (Hard Case Crime),"10,730",4.6,Stephen King,Paperback,2013
437,13.99,45,"Fifty Shades Of Grey: Book One of the Fifty Shades Trilogy (Fifty Shades Of Grey Series, 1)","60,245",4.0,E L James,Paperback,2013
438,13.99,46,"Soul Healing Miracles: Ancient and New Sacred Wisdom, Knowledge, and Practical Techniques for Healing the Spiritual, Mental, Emotional, and Physical Bodies",278,4.6,Zhi Gang Sha,Hardcover,2013
439,15.94,47,Shred: The Revolutionary Diet: 6 Weeks 4 Inches 2 Sizes,Ian K. Smith M.D.,4.1,,Hardcover,2013
440,12.27,48,"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened","7,983",4.7,Allie Brosh,Paperback,2013
441,17.36,49,To Kill a Mockingbird,"68,927",4.8,Harper Lee,Mass Market Paperback,2013
442,20.70,50,"The Five Dysfunctions of a Team: A Leadership Fable, 20th Anniversary Edition",Patrick Lencioni,4.6,,Hardcover,2013
443,14.72,51,"Unbroken: A World War II Story of Survival, Resilience, and Redemption","33,635",4.8,Laura Hillenbrand,Hardcover,2013
444,,52,Ender's Game (The Ender Quintet),"18,409",4.6,Orson Scott Card,Mass Market Paperback,2013
445,,53,The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are,"29,699",4.7,Brené Brown,Paperback,2013
446,16.95,54,"The Cuckoo's Calling (A Cormoran Strike Novel, 1)","27,950",4.2,Robert Galbraith,Hardcover,2013
447,18.45,55,What to Expect When You're Expecting,"29,403",4.8,Heidi Murkoff,Paperback,2013
448,10.61,56,America the Beautiful: Rediscovering What Made This Nation Great,Ben Carson  M.D.,4.8,,Paperback,2013
449,17.36,57,The Liberty Amendments: Restoring the American Republic,"4,054",4.8,Mark R. Levin,Hardcover,2013
450,18.90,58,ZEALOT: The Life and Times of Jesus of Nazareth,"7,013",4.4,Reza Aslan,Hardcover,2013
451,11.80,59,The One and Only Ivan,Katherine Applegate,4.8,,Hardcover,2013
452,16.50,60,Good to Great: Why Some Companies Make the Leap and Others Don't,"5,807",4.5,Jim Collins,Hardcover,2013
453,8.24,61,SI-COLOGY 1: Tales and Wisdom from Duck Dynasty's Favorite Uncle,"2,029",4.7,Si Robertson,Hardcover,2013
454,23.98,62,"IT'S ALL GOOD: Delicious, Easy Recipes That Will Make You Look Good and Feel Great","1,419",4.4,Gwyneth Paltrow,Hardcover,2013
455,15.71,63,Outliers: The Story of Success,"22,224",4.7,Malcolm Gladwell,Paperback,2013
456,19.39,64,Jerusalem: A Cookbook,"5,153",4.8,Yotam Ottolenghi,Hardcover,2013
457,32.11,65,"Becoming a Supple Leopard: Movement, Mobility, and Maintenance of the Human Animal",Kelly Starrett,4.7,,Hardcover,2013
458,9.65,66,"Grain Brain: The Surprising Truth about Wheat, Carbs, and Sugar--Your Brain's Silent Killers",David Perlmutter MD,4.6,,Hardcover,2013
459,8.99,67,Looking for Alaska,"16,858",4.6,John Green,Paperback,2013
460,13.71,68,I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,"9,861",4.6,Malala Yousafzai,Hardcover,2013
461,4.98,69,Love You Forever,"53,225",4.9,Robert Munsch,Paperback,2013
462,12.69,70,The Perks of Being a Wallflower,"23,950",4.7,Stephen Chbosky,Paperback,2013
463,14.50,71,Practical Paleo: A Customized Approach to Health and a Whole-Foods Lifestyle,Diane Sanfilippo,4.6,,Paperback,2013
464,19.49,72,Fifty Shades Trilogy (Fifty Shades of Grey / Fifty Shades Darker / Fifty Shades Freed),"38,238",4.6,E L James,Paperback,2013
465,13.24,73,"The FastDiet: Lose Weight, Stay Healthy, and Live Longer with the Simple Secret of Intermittent Fasting",Dr Dr Michael Mosley,4.3,,Hardcover,2013
466,15.79,74,The Jesus Storybook Bible: Every Story Whispers His Name,"11,872",4.9,Sally Lloyd-Jones,Hardcover,2013
467,16.26,75,Divergent / Insurgent,"19,458",4.6,Veronica Roth,Hardcover,2013
468,10.50,76,How to Win Friends & Influence People,"79,206",4.7,Dale Carnegie,Paperback,2013
469,24.00,77,"The Bully Pulpit: Theodore Roosevelt, William Howard Taft, and the Golden Age of Journalism","2,638",4.6,Doris Kearns Goodwin,Hardcover,2013
470,11.69,78,The Hunger Games (Book 1),"42,787",4.7,Suzanne Collins,Paperback,2013
471,9.20,79,ObamaCare Survival Guide: The Affordable Care Act and What It Means for You and Your Healthcare,Nick J. Tate,3.8,,Paperback,2013
472,9.49,80,The Harbinger: The Ancient Mystery that Holds the Secret of America's Future,"19,015",4.7,Jonathan Cahn,Paperback,2013
473,12.10,81,The Immortal Life of Henrietta Lacks,"16,946",4.7,Rebecca Skloot,Paperback,2013
474,5.49,82,Night (Night),"8,578",4.7,Elie Wiesel,Paperback,2013
475,13.99,83,Fifty Shades Darker,"32,895",4.5,E L James,Paperback,2013
476,12.99,84,"Eat to Live: The Amazing Nutrient-Rich Program for Fast and Sustained Weight Loss, Revised Edition",Joel Fuhrman MD,4.5,,Paperback,2013
477,9.79,85,"Forks Over Knives―The Cookbook. A New York Times Bestseller: Over 300 Simple and Delicious Plant-Based Recipes to Help You Lose Weight, Be Healthier, and Feel Better Every Day","13,083",4.5,Del Sroufe,Paperback,2013
478,13.88,86,"Fifty Shades Freed: Book Three of the Fifty Shades Trilogy (Fifty Shades of Grey Series) (English Edition) (Fifty Shades Of Grey Series, 3)","32,384",4.5,E L James,Paperback,2013
479,33.93,87,The Alchemist,Paulo Coelho,4.7,,Paperback,2013
480,8.99,88,The Catcher in the Rye,"30,956",4.5,J.D. Salinger,Mass Market Paperback,2013
481,8.55,89,Mindset: The New Psychology of Success,"13,934",4.6,Carol S. Dweck,Paperback,2013
482,19.99,90,"Wheat Belly Cookbook: 150 Recipes to Help You Lose the Wheat, Lose the Weight, and Find Your Path Back to Health","2,276",4.4,William Davis,Hardcover,2013
483,59.76,91,MyMathLab: Student Access Kit,Hall H Pearson Education,4.2,,Printed Access Code,2013
484,9.48,92,"The Care and Keeping of You: The Body Book for Younger Girls, Revised Edition (American Girl Library)",Valorie Schaefer,4.8,,Paperback,2013
485,19.12,93,The Power of Habit: Why We Do What We Do in Life and Business,"22,738",4.7,Charles Duhigg,Hardcover,2013
486,16.39,94,The Reason I Jump: The Inner Voice of a Thirteen-Year-Old Boy with Autism,"7,521",4.7,Naoki Higashida,Hardcover,2013
487,15.64,95,"Strengths Based Leadership: Great Leaders, Teams, and Why People Follow","2,350",4.5,Tom Rath,Hardcover,2013
488,,96,Kaplan GRE Premier 2014 with 6 Practice Tests: book + online + DVD + mobile,Kaplan,4.3,,Paperback,2013
